項目名,名称
8831902,眼窩外骨腫症
8831903,眼下顎異骨症
8831904,眼化学熱傷
8831905,眼窩筋炎
8848325,眼窩偽腫瘍
8847847,眼角基底細胞癌
8847848,眼角皮膚癌
8843040,眼角皮膚上皮内癌
8831907,眼角部異物
3730001,眼角部眼瞼炎
8831908,眼角部眼瞼縁結膜炎
8847849,眼角有棘細胞癌
3763003,眼窩形成不全
8847929,眼窩血管脂肪腫
3763004,眼窩血腫
8831909,眼窩骨折
8831910,眼窩骨髄炎
8831911,眼窩骨膜炎
8831912,眼窩刺創
8844948,眼窩脂肪腫
8844683,眼窩脂肪ヘルニア
2398027,眼窩腫瘍
2398028,眼窩腫瘤
8842697,眼窩神経芽腫
2241006,眼窩神経線維腫
8841710,眼窩上蓋開放骨折
8831913,眼窩上蓋陥没骨折
8831914,眼窩上蓋骨折
8831915,眼窩上神経挫傷
3501002,眼窩上神経痛
2241005,眼窩線維腫
8831916,眼窩先端部症候群
7439004,眼窩先天異常
8831917,眼窩創傷
8841727,眼窩底開放骨折
8026003,眼窩底骨折
8704002,眼窩内異物
8831918,眼窩内異物残留
2241004,眼窩内血管腫
8831919,眼窩内疾患
2241007,眼窩内神経鞘腫
1901004,眼窩内髄膜腫
8847316,眼窩内側壁骨折
8831920,眼窩内粘液腫
8847317,眼窩内壁骨折
8831921,眼窩のう胞
3760005,眼窩膿瘍
8847318,眼窩吹き抜け骨折
3763006,眼窩浮腫
8709001,眼窩部挫創
8831922,眼窩部打撲傷
7439005,眼窩変形
8831923,眼窩変形治癒骨折
8844156,眼窩蜂巣炎
8831924,眼窩良性腫瘍
8831925,眼窩裂傷
8845247,癌関連網膜症
3604009,眼球萎縮症
8831926,眼球運動痙攣
3788014,眼球運動障害
8831927,眼球運動ジスキネジア
3765001,眼球陥没
3788004,眼球共同運動障害
7431001,眼球形成不全
8831929,眼球結膜裂傷
8831930,眼球後極部の先天奇形
8831932,眼球後壁異物残留
8831933,眼球斜位
8831934,眼球穿通傷
8831935,眼球穿通創
8831936,眼球損傷
8831937,眼球脱臼
9213006,眼球打撲傷
8713001,眼球摘出
8831938,眼球突出症
8831939,眼球突出性眼筋麻痺
8831940,眼球内異物
3606002,眼球内異物残留
3604008,眼球内出血
8831941,眼球内鉄片外傷
8831942,眼球熱傷
3608003,眼球破裂
8831943,眼球偏位
8714003,眼球裂傷
8831944,眼球ろう
9211007,眼鏡様皮下出血
8845880,眼虚血症候群
8841407,眼筋型重症筋無力症
8831947,眼筋内異物
8831948,眼筋内異物残留
3785010,眼筋不全麻痺
3785011,眼筋麻痺
8831949,眼筋麻痺性眼振
3468001,眼筋麻痺性片頭痛
3301003,ガングリオシドーシス
7274003,ガングリオン
8831950,眼結核
8831951,眼結膜のう萎縮
8842562,眼瞼悪性黒色腫
9301003,眼瞼異物
8831952,眼瞼異物残留
3730002,眼瞼炎
3730003,眼瞼縁炎
8831954,眼瞼縁結膜炎
2161002,眼瞼黄色腫
8831955,眼瞼開放創
9401001,眼瞼化学熱傷
8831956,眼瞼下垂症
8831957,眼瞼割創
8831958,眼瞼貫通創
8831959,眼瞼肝斑
8831960,眼瞼乾皮症
9211003,眼瞼外傷
8831961,眼瞼外傷性異物
8831962,眼瞼外傷性色素沈着
8831963,眼瞼外傷性腫脹
8831964,眼瞼外傷性皮下異物
8831965,眼瞼外反症
7436003,眼瞼狭窄
3338005,眼瞼痙攣
8831966,眼瞼結核
8847930,眼瞼血管脂肪腫
2280021,眼瞼血管腫
7436004,眼瞼欠損
8831967,眼瞼結膜炎
8831968,眼瞼結膜出血
8831969,眼瞼下疳
8841467,眼瞼咬創
8831971,眼瞼後退症
8831972,眼瞼擦過傷
8831973,眼瞼挫傷
8831974,眼瞼挫創
8847694,眼瞼脂腺癌
8831975,眼瞼刺創
8845770,眼瞼脂肪腫
8831976,眼瞼縮小
8831977,眼瞼腫瘤
8841633,癌検診
8831978,眼瞼上皮内黒色腫
8847695,眼瞼青色母斑
8847931,眼瞼石灰化上皮腫
8700007,眼瞼切創
8851051,眼瞼せつ
7436005,眼瞼先天異常
8700009,眼瞼創傷
8831980,眼瞼帯状疱疹
8831981,眼瞼多毛症
8844949,眼瞼単純ヘルペス
8844396,眼瞼第１度熱傷
8844397,眼瞼第２度熱傷
8844398,眼瞼第３度熱傷
9211005,眼瞼打撲傷
3072007,眼瞼チック
8831982,眼瞼虫刺傷
8831983,眼瞼内反症
8847001,眼瞼乳頭腫
8831984,眼瞼熱傷
8851052,眼瞼膿瘍
8831987,眼瞼白斑
3744002,眼瞼瘢痕
8831988,眼瞼梅毒
8831989,眼瞼皮下血腫
8831990,眼瞼皮下出血
3733006,眼瞼皮膚炎
8831991,眼瞼皮膚弛緩症
8843041,眼瞼皮膚上皮内癌
8831992,眼瞼皮膚の悪性腫瘍
8831993,眼瞼びらん
3748003,眼瞼浮腫
8831994,眼瞼部腫瘍
0532003,眼瞼ヘルペス
7439003,眼瞼変形
8844157,眼瞼蜂巣炎
7573012,眼瞼母斑
8844684,眼瞼母斑細胞母斑
8848698,眼瞼ミオキミア
8831997,眼瞼メラノーシス
8847932,眼瞼メルケル細胞癌
8848699,眼瞼毛芽腫
8844640,眼瞼疣贅
3744001,眼瞼癒着
8831998,眼瞼良性腫瘤
8700011,眼瞼裂創
8832000,眼瞼瘻孔
8832001,ガンゴサ
8832002,ガンサー症候群
1359008,眼サルコイドーシス
8832003,眼脂
8832004,含歯性のう胞
9400001,眼周囲化学熱傷
8844399,眼周囲第１度熱傷
8844400,眼周囲第２度熱傷
8844401,眼周囲第３度熱傷
8832005,眼周囲部開放創
8832006,眼周囲部割創
8832007,眼周囲部貫通創
8832008,眼周囲部外傷性異物
8832009,眼周囲部外傷性色素沈着
8832010,眼周囲部外傷性腫脹
8832011,眼周囲部外傷性皮下異物
8841532,眼周囲部咬創
8832013,眼周囲部擦過傷
9211001,眼周囲部挫傷
8832014,眼周囲部挫創
8832015,眼周囲部刺創
8832017,眼周囲部切創
8832018,眼周囲部創傷
8832019,眼周囲部打撲傷
8832020,眼周囲部虫刺傷
8832021,眼周囲部皮下血腫
8832022,眼周囲部皮下出血
8841559,眼周囲部裂創
8832024,ガン症候群
3795003,眼振
8832025,癌性悪液質
8832026,眼性眼振
8847850,癌性胸水
1972004,癌性胸膜炎
4239002,癌性心膜炎
8847738,癌性持続痛
7840005,眼性頭痛
7998003,癌性疼痛
8847739,癌性突出痛
8832027,癌性ニューロパチー
8841420,癌性ニューロミオパチー
8848236,がん性皮膚潰瘍
3681001,眼精疲労
8832030,癌性貧血
7895002,癌性腹水
1976001,癌性腹膜炎
8832031,眼性片頭痛
8841441,癌性ミエロパチー
8845248,癌性リンパ管症
8832032,眼性類天疱瘡
1103009,頑癬
8832033,眼前暗黒
9219003,眼損傷
8832034,眼虫症
3799001,眼痛
2280020,眼底血管腫
8832036,眼底欠損
3628025,眼底出血
3621006,眼底動脈蛇行症
8832037,眼電図異常
1309004,眼トキソプラズマ症
8850402,眼内悪性リンパ腫
8841634,眼内炎
8847319,眼内腫瘍
8832039,眼内非磁性異物残留
8843678,眼内レンズ亜脱臼
9999407,眼内レンズ挿入眼
8843679,眼内レンズ脱臼
8832040,眼内レンズの機械的合併症
8843680,眼内レンズ偏位
8850631,癌肉腫
9409002,眼熱傷
8832041,眼熱傷後遺症
8832042,眼の上皮内癌
8832043,眼の分娩損傷
8832044,眼はえ幼虫症
8832045,眼梅毒
8832046,眼板異物
8832047,眼皮膚白皮症
8832048,ガンビアトリパノソーマ症
8832049,眼部開放創
8832050,眼部割創
8832051,眼部貫通創
8832052,眼部外傷性異物
8832053,眼部外傷性色素沈着
8832054,眼部外傷性腫脹
8832055,眼部外傷性皮下異物
8841492,眼部咬創
8832057,眼部擦過傷
8832058,眼部挫傷
8832059,眼部挫創
8832060,眼部刺創
8832062,眼部切創
8832063,眼部創傷
8832064,眼部帯状疱疹
8832065,眼部単純ヘルペス
9219004,眼部打撲傷
8832066,眼部虫刺傷
8832067,眼部皮下血腫
8832068,眼部皮下出血
8841528,眼部裂創
8845881,眼ベーチェット病
8832071,ガンマグルタミン回路障害
8847165,ガンマ重鎖病
8832072,ガンマヘルペスウイルス性単核症
8845644,顔面悪性黒色腫
1733001,顔面悪性腫瘍
8850739,顔面アクロコルドン
8832074,顔面圧挫傷
8832075,顔面アテローム切除後遺症
8850632,顔面アレルギー性湿疹
6918008,顔面アレルギー性皮膚炎
8846542,顔面いちご状血管腫
8845882,顔面横紋筋肉腫
8845249,顔面汚染創
8832077,顔面開放創
8832078,顔面割創
8832079,顔面貫通創
8832080,顔面外傷性異物
8848700,顔面外毛根鞘腫
7540027,顔面奇形
8846543,顔面基底細胞癌
6820011,顔面急性皮膚炎
8832081,顔面急性リンパ節炎
7449007,顔面形成異常
8832082,顔面痙攣
8832083,顔面痙攣症
8847933,顔面血管脂肪腫
2280022,顔面血管腫
3591011,顔面肩甲上腕型筋ジストロフィー
8846544,顔面光線角化症
8841478,顔面咬創
8832085,顔面紅潮
8849267,顔面骨悪性腫瘍
8841741,顔面骨開放骨折
8028006,顔面骨骨折
8832086,顔面骨骨折後遺症
8847166,顔面骨腫瘍
8848039,顔面骨線維性骨異形成症
8832087,顔面骨先天異常
8847081,顔面骨良性腫瘍
9100001,顔面擦過傷
9209012,顔面挫傷
7061004,顔面ざ瘡
8832089,顔面挫創
8832090,顔面挫滅傷
8841608,顔面挫滅創
8847696,顔面脂腺癌
8846545,顔面脂腺母斑
8832091,顔面刺創
8832092,顔面失行症
8845771,顔面脂肪腫
8832093,顔面しゅさ
7842006,顔面腫脹
2398033,顔面腫瘤
8832094,顔面真菌性湿疹
3519001,顔面神経障害
8848863,顔面神経鞘腫
8832095,顔面神経損傷
3510005,顔面神経不全麻痺
3510007,顔面神経麻痺
8847740,顔面上皮内黒色腫
8832096,顔面尋常性乾癬
7061005,顔面尋常性ざ瘡
8846546,顔面青色母斑
8847934,顔面石灰化上皮腫
8832098,顔面切創
6800005,顔面せつ
8832099,顔面創傷
8851235,顔面掻傷
8832100,顔面掻創
8832101,顔面蒼白
8832102,顔面損傷
0539002,顔面帯状疱疹
8847602,顔面多汗症
8844033,顔面多発開放骨折
8832103,顔面多発開放創
8832104,顔面多発割創
8832105,顔面多発貫通創
8841519,顔面多発咬創
8844034,顔面多発骨折
8832107,顔面多発擦過傷
9209013,顔面多発挫傷
8832108,顔面多発挫創
8832109,顔面多発刺創
8832111,顔面多発切創
8832112,顔面多発創傷
8832113,顔面多発打撲傷
8832114,顔面多発虫刺傷
8832115,顔面多発皮下血腫
8832116,顔面多発皮下出血
8841468,顔面多発裂創
8846547,顔面単純性血管腫
8846548,顔面丹毒
8844402,顔面第１度熱傷
8844403,顔面第２度熱傷
8844404,顔面第３度熱傷
9209014,顔面打撲傷
3072008,顔面チック
8851591,顔面虫刺症
7840007,顔面痛
9910001,顔面凍傷
8832118,顔面動静脈瘻
8846549,顔面軟性線維腫
8734072,顔面軟部組織外傷
8851053,顔面乳児血管腫
9410005,顔面熱傷
8832119,顔面熱傷後遺症
6840005,顔面膿痂疹
8832120,顔面膿痂疹性湿疹
8832121,顔面膿瘍
8832122,顔面の分娩損傷
1100003,顔面白癬
8842174,顔面播種状粟粒性狼瘡
8843681,顔面半側萎縮症
8843682,顔面半側肥大症
8832124,顔面皮下血腫
2392026,顔面皮下腫瘍
8832125,顔面非対称
8845120,顔面皮膚癌
8845250,顔面皮膚欠損創
2392027,顔面皮膚腫瘍
8845121,顔面皮膚上皮内癌
8844159,顔面皮膚良性腫瘍
8846550,顔面表皮母斑
8843683,顔面鼻咽腔症候群
7823010,顔面浮腫
8832126,顔面ヘルペス
8832127,顔面変形
8844685,顔面扁平母斑
8832128,顔面蜂巣炎
8846551,顔面ボーエン病
8844686,顔面母斑
8844687,顔面母斑細胞母斑
8832129,顔面ミオキミア
8847935,顔面メルケル細胞癌
8848701,顔面毛芽腫
8842563,顔面毛包性紅斑黒皮症
8846552,顔面有棘細胞癌
8844641,顔面疣贅
8832130,顔面よう
8847320,顔面隆起性皮膚線維肉腫
8841604,顔面裂創
8832132,眼野兎病
8832133,眼リンパ節リステリア症
7439002,眼裂異常
3744004,眼裂狭小
8832134,眼レプトスピラ症
8850926,キーパー脱離
8850927,キーパー付き根面板脱離
8850928,キーパー付き根面板破損
8850929,キーパー付き根面板不適合
8850930,キーパー破損
8850931,キーパー不適合
7323001,キーンベック病
8832135,気圧性外傷
8832136,気圧性中耳炎
8832137,気圧性副鼻腔炎
8832138,キアリ・フロンメル症候群
7410004,キアリ奇形第１奇形
7410005,キアリ奇形第２奇形
7410006,キアリ奇形第３奇形
7410007,キアリ奇形第４奇形
8847851,奇異性脳塞栓症
8832139,奇異な外観
8850403,キウイアレルギー
8844688,気うつ
8832140,既往子宮術後妊娠
8832141,既往子宮術後分娩
6542002,既往帝切後妊娠
6542003,既往帝切後分娩
7809004,記憶減退
7809005,記憶錯誤
7809006,記憶障害
7809007,記憶喪失
8832142,機械性眼瞼下垂症
8841356,機械性じんま疹
5609007,機械的イレウス
8832144,機械的斜視
8832194,器械的分娩誘発の不成功
8832145,機械的溶血性貧血
9340001,気管異物
8841761,気管開放骨折
8832146,気管開放創
1620003,気管癌
8832147,気管気管支炎
8832148,気管気管支虚脱
8832149,気管気管支ジスキネジア
8832150,気管狭窄症
8832151,気管結核
7483024,気管欠損
8851054,気管孔狭窄
8832152,気管骨折
8832153,気管挫傷
8832154,気管挫滅損傷
9341001,気管支異物
8832155,気管支うっ血
4900009,気管支炎
8832156,気管支潰瘍
4950002,気管支拡張症
8846553,気管支カルチノイド
8832157,気管支癌
8832158,気管支奇形
8832159,気管支狭窄症
7483004,気管支憩室
8832160,気管支痙攣
8832161,気管支結核
8849094,気管支結核・菌確認あり
8849095,気管支結核・組織学的確認あり
8832162,気管支結石症
8832163,気管支欠損
7863001,気管支出血
8832164,気管支食道瘻
8832165,気管支真菌症
8832166,気管支上皮内癌
8832167,気管支石灰沈着
8842225,気管支腺腫
4939008,気管支喘息
8847852,気管支喘息合併妊娠
4939010,気管支喘息重積発作
4939012,気管支喘息発作
8832168,気管支損傷
8843277,気管支損傷・胸腔に達する開放創合併あり
8843278,気管支損傷・胸腔に達する開放創合併なし
8845251,気管支動脈瘤
8847082,気管支内異物による窒息
8832169,気管支軟化症
8832170,気管支のう胞
8843684,気管支肺異形成症
8832171,気管支肺炎
8832172,気管支肺胞洗浄液異常
8832173,気管支閉鎖
8832174,気管支ペスト
5191005,気管支ポリープ
8832175,気管支麻痺
5303007,気管食道狭窄
5308002,気管食道瘻
8845252,気管支良性腫瘍
8844689,気管支リンパ節転移
8832176,気管支瘻
8845253,気管支漏
8832177,気管支瘻膿胸
8843042,気管上皮内癌
5190003,気管切開機能障害
8845254,気管切開口に対する手当て
8832178,気管切開後気管食道瘻
8849268,気管切開後気管腕頭動脈瘻
8832179,気管切開術後
8832180,気管切開部気道閉塞
8832181,気管切開部出血
8832182,気管切開部敗血症
8842226,気管腺腫
8832183,気管線虫症
8832184,気管損傷
8076003,気管断裂
8847083,気管内異物による窒息
5191010,気管内出血
8849525,気管内挿管時の口腔内装置必要状態
8832185,気管内挿管不成功
5191011,気管内肉芽腫
5191021,気管軟化症
8832186,気管軟骨異常
8847002,気管乳頭腫
9471001,気管熱傷
8832188,気管腐蝕
8832189,気管閉鎖症
8832190,気管瘤
2122002,気管良性腫瘍
8076004,気管裂傷
8832191,気管瘻
8832192,飢餓
4276001,期外収縮
4276002,期外収縮性不整脈
8832193,飢餓熱
8844690,気虚
5129001,気胸
8844691,気逆
8832195,奇形
5205012,奇形歯
2299025,奇形腫
7599001,奇形児
6559001,奇形児分娩
8844692,気血両虚
8832196,キサンチン尿症
8832197,起坐呼吸
8832198,器質性インポテンス
8832199,器質性うつ病性障害
8832200,器質性解離性障害
8832201,器質性気分障害
8832202,器質性緊張病性障害
8832203,器質性偽精神病質性人格
8832204,器質性偽遅滞性人格
8832205,器質性健忘症候群・精神作用物質によらないもの
6253011,器質性月経困難症
8832206,器質性幻覚症
8848326,器質性構音障害
8832207,器質性混合性感情障害
7852009,器質性心雑音
8832208,器質性情緒不安定性障害
8832209,器質性人格行動障害
6266004,器質性性器出血
2949016,器質性精神障害
2949015,器質性精神症状群
2949003,器質性精神病
8832210,器質性双極性障害
8832211,器質性躁病性障害
3899015,器質性難聴
8832212,器質性脳症候群
8832213,器質性の妄想状態および幻覚妄想状態
8845645,器質性パーソナリティ障害
8832214,器質性不安障害
8832215,器質性めまい
8832216,器質性妄想性障害
7919027,希釈尿
8849096,気腫型慢性閉塞性気管支炎
8849097,気腫型慢性閉塞性肺疾患
8849927,気腫合併肺線維症
8832217,気腫性心膜炎
8846554,気腫性腎盂腎炎
8832218,気腫性肺のう胞
8832219,キシレン中毒
8832220,奇静脈損傷
7485011,奇静脈肺葉
8849098,奇静脈瘤
8850107,既製金属冠過高
8850108,既製金属冠脱離
8850109,既製金属冠低位
8850110,既製金属冠破損
8850111,既製金属冠不適合
8832221,寄生虫症
8832222,寄生虫症性外耳炎
1219003,寄生虫性肝疾患
8832223,寄生虫性虹彩のう胞
8832224,寄生虫性膵のう胞
8832225,寄生虫性前房のう胞
8832226,寄生虫性貧血
8832227,寄生虫性網膜のう胞
8832228,寄生虫性毛様体のう胞
8847603,季節性アレルギー性結膜炎
4779016,季節性アレルギー性鼻炎
7947001,基礎代謝率異常
8832229,北アジアダニ熱
8844693,気滞
8832230,既知の胎位異常あるいはその疑いのための母体管理
8832231,既知の胎児骨盤不均衡またはその疑いのための母体管理
8832232,既知の母体骨盤臓器の異常またはその疑いのための母体管理
8832233,喫煙者気管支炎
8832234,吃音症
8848485,基底核および小脳萎縮を伴う髄鞘形成不全症
8846108,基底核部海綿状血管腫
8846109,基底核部静脈性血管腫
8540022,基底核部脳損傷
8843279,基底核部脳損傷・頭蓋内に達する開放創合併あり
8843280,基底核部脳損傷・頭蓋内に達する開放創合併なし
3330005,基底核変性症
1739003,基底細胞癌
8842234,基底細胞母斑症候群
6071004,亀頭炎
8832236,亀頭部潰瘍
2395014,亀頭部腫瘤
8832237,亀頭部尿道下裂
6078025,亀頭部びらん
6071007,亀頭包皮炎
8832238,亀頭包皮癒着症
5191014,気道狭窄
8832240,気道出血
8832241,気道損傷
8843281,気道損傷・胸腔に達する開放創合併あり
8843282,気道損傷・胸腔に達する開放創合併なし
9349002,気道内異物
8847084,気道内異物による窒息
9471004,気道熱傷
8832242,気道反応不全症候群
8832243,気道腐蝕
5191016,気道閉塞
8832244,気脳症
5368021,機能性嘔吐
6253001,機能性月経困難症
5645001,機能性下痢
8848327,機能性構音障害
6268001,機能性子宮出血
7852001,機能性収縮期雑音
7852002,機能性心雑音
8849018,機能性女性不妊症
6260001,機能性性器出血
8832245,機能性蛋白尿
8849019,機能性男性不妊症
8847604,機能性ディスペプシア
3067008,機能性難聴
8850740,機能性尿失禁
6288001,機能性不妊症
8847697,機能性便秘症
8832246,機能性無月経
8832247,機能低下性子宮出血
8842901,機能的顎矯正装置破損
8842370,機能的顎矯正装置不適合
8832248,機能的幽門狭窄
8832249,きのこ作業者肺
9881001,きのこ中毒
6261002,希発月経
8844850,揮発性溶剤使用による急性精神・行動障害
2969001,気分異常
8832250,気分循環症
8832251,気分変調症
8832252,木村病
7809026,記銘力低下
8832253,キメラ４６ＸＸ
4265002,脚ブロック
8832254,キャサヌール森林病
8842219,キャッスルマン病
6695001,吸引分娩
7633002,吸引分娩による新生児の障害
7811010,嗅覚異常
7811022,嗅覚過敏
7811012,嗅覚減弱
7811016,嗅覚障害
8845255,嗅覚脱失
8845256,嗅覚味覚障害
8843283,嗅窩髄膜腫
8847321,臼蓋形成不全
8845646,旧義歯破損
8846555,旧義歯不適合
2252031,嗅溝部髄膜腫
8832255,球後異物
8832256,臼後歯
3773003,球後視神経炎
8832258,臼後部癌
8842902,臼後部良性腫瘍
8832259,急産
8832260,休止期性脱毛
8832261,臼歯部開咬
8832262,臼歯部交叉咬合
8832263,吸収不良症候群
8832264,吸収不良症候群によるビタミンＢ１２欠乏性貧血
7561007,急峻腰仙角
7098026,丘疹
2251005,嗅神経芽腫
2251004,嗅神経腫瘍
7811019,嗅神経障害
2251006,嗅神経上皮腫
8832265,嗅神経損傷
3520002,嗅神経麻痺
8847003,丘疹紅皮症
8832266,丘疹状紅斑
6929080,丘疹状湿疹
8841357,丘疹状じんま疹
3684005,求心性視野狭窄
3488025,求心路遮断痛
8832268,弓状暗点
6218002,弓状子宮
8832269,球状上顎のう胞
8832270,球状水晶体症
8849099,急性１型呼吸不全
8849100,急性２型呼吸不全
8842150,急性Ａ型肝炎・肝性昏睡合併あり
8842151,急性Ｂ型肝炎・肝性昏睡合併あり
8832271,急性ＨＩＶ感染症候群
8832272,急性アデノイド咽頭炎
8832273,急性アデノイド扁桃炎
8832274,急性アメーバ症
0060001,急性アメーバ赤痢
5711001,急性アルコール性肝炎
8832275,急性アルコール性肝不全
3050004,急性アルコール中毒
8832276,急性アレルギー性中耳炎
5350004,急性胃炎
5313001,急性胃潰瘍
8832277,急性胃潰瘍穿孔
5361002,急性胃拡張
7800009,急性意識障害
8846252,急性移植片対宿主病
5220072,急性一部性化膿性歯髄炎
8843860,急性一部性単純性歯髄炎
0091009,急性胃腸炎
8832278,急性胃腸障害
8832279,急性一過性精神病性障害
5350009,急性胃粘膜病変
8832280,急性咽頭炎
8850404,急性咽頭気管支炎
8832281,急性咽頭喉頭炎
8832282,急性咽頭扁桃炎
8832283,急性インフルエンザ心筋炎
8832284,急性ウイルス性肝炎
8843284,急性右室梗塞
8832285,急性運動失調
8832286,急性壊死性虫垂炎
8848702,急性壊死性脳症
8832287,急性壊疽性喉頭炎
5220057,急性壊疽性歯髄炎
8832288,急性壊疽性虫垂炎
8832289,急性壊疽性扁桃炎
8832290,急性炎症性緑内障
8850147,急性横断性脊髄炎
8832291,急性音響性外傷
8832292,急性灰白髄炎後骨障害
8832293,急性潰瘍性喉頭炎
0091015,急性潰瘍性大腸炎
8832294,急性潰瘍性扁桃炎
8832295,急性角結膜炎
8832296,急性角膜炎
8832297,急性下後壁心筋梗塞
8832298,急性下側壁心筋梗塞
8832299,急性カタル性気管炎
8832300,急性カタル性虫垂炎
8832301,急性化膿性咽頭炎
5264017,急性化膿性下顎骨炎
8832302,急性化膿性外耳炎
8832303,急性化膿性顎下腺炎
8832304,急性化膿性脛骨骨髄炎
2450001,急性化膿性甲状腺炎
7300008,急性化膿性骨髄炎
8843285,急性化膿性根尖性歯周炎
5233010,急性化膿性歯根膜炎
5220064,急性化膿性歯髄炎
8832305,急性化膿性耳下腺炎
5264018,急性化膿性上顎骨炎
5761005,急性化膿性胆管炎
8832306,急性化膿性胆のう炎
8832307,急性化膿性中耳炎
5409004,急性化膿性虫垂炎
8832308,急性化膿性扁桃炎
8832309,急性化膿性リンパ節炎
8832310,急性下壁心筋梗塞
8832311,急性肝萎縮
0701005,急性肝炎
8832312,急性間欠性ポルフィリン症
1363003,急性間質性肺炎
8846372,急性冠症候群
7169049,急性関節炎
8832313,急性感染症性精神病
8832314,急性感染性心内膜炎
8832315,急性肝不全
8849737,急性肝不全・昏睡型
8832316,急性貫壁性心筋梗塞
8832317,急性外陰腟炎
3801011,急性外耳炎
8843286,急性顎関節炎
8842475,急性顎骨骨髄炎
8842476,急性顎骨骨膜炎
8832318,急性眼窩うっ血
8832319,急性眼窩炎
8832320,急性気管炎
8832321,急性気管気管支炎
4660009,急性気管支炎
8832322,急性器質精神症候群
8832323,急性器質性反応
8832324,急性希釈性低ナトリウム血症
8832325,急性気腫性胆のう炎
8850633,急性気道感染症
8832326,急性基部側壁心筋梗塞
8832327,急性胸膜炎
8832328,急性巨核芽球性白血病
8832329,急性局所性浮腫
8851055,急性虚血性小腸炎
8832330,急性虚血性心疾患
8845883,急性虚血性大腸炎
8851056,急性虚血性腸炎
9968009,急性拒絶反応
7291009,急性筋炎
8832331,急性偽膜性カンジダ症
8832332,急性脛骨骨髄炎
8832333,急性痙攣
8832334,急性痙攣性喉頭気管炎
8849020,急性血行性脛骨骨髄炎
8832335,急性血行性骨髄炎
8849021,急性血行性大腿骨骨髄炎
8832336,急性血性中耳炎
3720008,急性結膜炎
8845772,急性激症型潰瘍性大腸炎
8832337,急性限局性腹膜炎
8832338,急性高位側壁心筋梗塞
8832339,急性口蓋扁桃炎
8832356,急性後基部心筋梗塞
8832340,急性虹彩炎
3640007,急性虹彩毛様体炎
5183011,急性好酸球性肺炎
2450002,急性甲状腺炎
8832341,急性光線性外耳炎
8832357,急性後側部心筋梗塞
8832342,急性喉頭炎
4643001,急性喉頭蓋炎
8832343,急性喉頭蓋膿瘍
8832344,急性喉頭気管炎
8832345,急性喉頭気管気管支炎
8847004,急性広範前壁心筋梗塞
5579006,急性広範腸壊死
8832346,急性後部多発性斑状色素上皮症
8832347,急性後壁心筋梗塞
8832348,急性後壁中隔心筋梗塞
8520015,急性硬膜下血腫
8843287,急性硬膜下血腫・頭蓋内に達する開放創合併あり
8843288,急性硬膜下血腫・頭蓋内に達する開放創合併なし
8520005,急性硬膜外血腫
8843289,急性硬膜外血腫・頭蓋内に達する開放創合併あり
8843290,急性硬膜外血腫・頭蓋内に達する開放創合併なし
8832349,急性呼吸器感染症
8844160,急性呼吸窮迫症候群
7991001,急性呼吸不全
8832350,急性鼓室炎
7300002,急性骨髄炎
2050003,急性骨髄性白血病
8849738,急性骨髄性白血病・最未分化型
8832351,急性骨髄線維症
2050008,急性骨髄単球性白血病
8832352,急性骨盤腹膜炎
8832353,急性鼓膜炎
8832354,急性根尖性歯周炎
8832358,急性細気管支炎
8832359,急性細菌性心内膜炎
8832360,急性細菌性心膜炎
3209004,急性細菌性髄膜炎
8845528,急性細菌性前立腺炎
8851592,急性細菌性副鼻腔炎
2930001,急性錯乱状態
3409011,急性散在性脳脊髄炎
3732003,急性霰粒腫
8832361,急性歯冠周囲炎
8832362,急性糸球体腎炎
6150002,急性子宮内膜炎
6144014,急性子宮傍結合織炎
8847605,急性子宮留膿症
4612001,急性篩骨洞炎
5233004,急性歯周炎
3773002,急性視神経炎
5220074,急性歯髄炎
5264019,急性歯槽骨炎
5225001,急性歯槽膿瘍
8832363,急性失血性貧血
6929086,急性湿疹
8832364,急性湿疹性外耳炎
5230001,急性歯肉炎
8832365,急性シャガス病
8832366,急性シャガス病性心筋炎
8832367,急性シャガス病性心血管障害
8832368,急性出血壊死性膵炎
5319011,急性出血性胃潰瘍
8845122,急性出血性胃潰瘍穿孔
8832369,急性出血性結膜炎
8845123,急性出血性十二指腸潰瘍
8845124,急性出血性十二指腸潰瘍穿孔
8832371,急性出血性白質脳炎
5950002,急性出血性膀胱炎
8832372,急性漿液ムチン性中耳炎
8832373,急性消化不良症
8832374,急性小腸虚血
3343003,急性小脳性失調症
7855009,急性ショック
8832375,急性視力障害
4220002,急性心筋炎
8832376,急性心筋梗塞
8832377,急性心筋梗塞後腱索断裂
8832378,急性心筋梗塞後心室中隔穿孔
8832379,急性心筋梗塞後心室内血栓症
8832380,急性心筋梗塞後心破裂
8832381,急性心筋梗塞後心房中隔穿孔
8832382,急性心筋梗塞後心房内血栓症
8832383,急性心筋梗塞後心膜血腫
8832384,急性心筋梗塞後乳頭筋断裂
8832385,急性心筋梗塞後乳頭筋不全症
8832386,急性滲出性中耳炎
8832387,急性心尖部側壁心筋梗塞
8832388,急性心内膜炎
8832389,急性心内膜下梗塞
4289005,急性心不全
4209004,急性心膜炎
8832390,急性耳下腺炎
3887001,急性耳痛
5192001,急性縦隔炎
8845125,急性十二指腸潰瘍
8845126,急性十二指腸潰瘍穿孔
8850405,急性十二指腸粘膜病変
8832391,急性循環不全
4610001,急性上顎洞炎
4659007,急性上気道炎
